CustomerId,Surname,Geography,Gender,Age,Balance,EstimatedSalary,NumOfProducts,Card Type,HasCrCard,CreditScore,Tenure,Complain,Satisfaction Score,Point Earned,IsActiveMember,Exited,Credit Rank,Age rank,Balance Rank,IsActiveMember_rank,Salary Rank,Exited_rank,Complain_dict
15661036,Davis,France,Male,46,0.0,161767.38,2,GOLD,Using Credit Card,725,6,0,2,393,0,0,700 - 800,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15705639,Onyemauchechukwu,France,Female,28,95059.02,44420.18,2,GOLD,Using Credit Card,692,8,0,1,588,0,0,600 - 700,Young_adult,Balance medium,Not active,0 - 50k,Client,No Complain
15637414,Gell,France,Female,24,128736.39,37147.61,1,DIAMOND,Not using Credit Card,618,7,0,2,517,1,0,600 - 700,Young_adult,Balance medium,Active,0 - 50k,Client,No Complain
15716835,Rossi,France,Male,24,156325.38,125381.02,1,DIAMOND,Using Credit Card,546,8,0,2,494,1,0,500 - 600,Young_adult,Balance high,Active,100k - 150k,Client,No Complain
15696231,Chiwetelu,France,Male,29,105405.97,149853.89,1,PLATINUM,Using Credit Card,635,7,0,2,274,1,0,600 - 700,Young_adult,Balance medium,Active,100k - 150k,Client,No Complain
15641675,Kirillova,France,Female,49,88915.37,161435.02,3,PLATINUM,Not using Credit Card,611,2,1,1,561,0,1,600 - 700,Adult,Balance medium,Not active,150k - 200k,Exited,Complain
15670755,Shaw,France,Male,60,0.0,102925.76,2,GOLD,Using Credit Card,650,8,0,3,256,1,0,600 - 700,Senior,Balance small,Active,100k - 150k,Client,No Complain
15640059,Smith,France,Male,40,0.0,70899.27,2,DIAMOND,Using Credit Card,606,5,0,2,664,1,0,600 - 700,Adult,Balance small,Active,50k - 100k,Client,No Complain
15787619,Hsieh,France,Male,18,160980.03,145936.28,1,DIAMOND,Not using Credit Card,844,2,0,5,821,0,0,800 - 900,Young_adult,Balance high,Not active,100k - 150k,Client,No Complain
15587535,Onyemauchechukwu,Spain,Female,46,177619.71,54227.06,1,GOLD,Using Credit Card,450,5,0,1,238,0,0,400 - 500,Adult,Balance high,Not active,50k - 100k,Client,No Complain
15813034,Martin,Spain,Male,38,62276.99,59280.79,1,DIAMOND,Using Credit Card,727,2,0,4,757,1,0,700 - 800,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15698839,Okwudilichukwu,Germany,Male,46,127559.97,126952.5,2,SILVER,Using Credit Card,460,4,0,5,287,1,0,400 - 500,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15790314,Onuoha,France,Male,41,0.0,130567.02,2,GOLD,Not using Credit Card,649,0,0,4,547,1,0,600 - 700,Adult,Balance small,Active,100k - 150k,Client,No Complain
15634245,Muecke,Germany,Female,47,95523.16,73294.48,1,DIAMOND,Using Credit Card,758,9,0,1,810,0,0,700 - 800,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15677305,Hsieh,France,Female,35,107749.03,3937.37,1,PLATINUM,Using Credit Card,490,7,0,5,960,1,0,400 - 500,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15661526,Anderson,Germany,Male,37,110777.26,2383.59,2,GOLD,Using Credit Card,815,2,0,3,623,0,0,800 - 900,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15685997,Azubuike,Spain,Female,39,166733.92,14279.44,2,DIAMOND,Using Credit Card,838,5,0,2,917,0,0,800 - 900,Adult,Balance high,Not active,0 - 50k,Client,No Complain
15660101,Nnonso,France,Male,31,157120.86,141300.53,2,GOLD,Using Credit Card,803,9,0,3,963,0,0,800 - 900,Adult,Balance high,Not active,100k - 150k,Client,No Complain
15637979,Fuller,Germany,Female,36,127160.78,78140.75,2,GOLD,Using Credit Card,664,2,0,5,705,0,0,600 - 700,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15815364,Ashley,Spain,Female,28,0.0,117431.1,2,PLATINUM,Using Credit Card,736,2,0,3,457,1,0,700 - 800,Young_adult,Balance small,Active,100k - 150k,Client,No Complain
15647099,Ts'ui,France,Female,37,156091.97,72008.61,1,GOLD,Using Credit Card,633,9,0,5,519,0,0,600 - 700,Adult,Balance high,Not active,50k - 100k,Client,No Complain
15625944,Buccho,France,Male,58,98668.18,60887.58,1,DIAMOND,Using Credit Card,664,5,0,1,773,1,0,600 - 700,Senior,Balance medium,Active,50k - 100k,Client,No Complain
15583212,Chidozie,France,Female,43,134022.06,194764.83,1,GOLD,Using Credit Card,600,5,0,3,568,0,0,500 - 600,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15582741,Maclean,France,Female,35,124151.09,88705.14,1,DIAMOND,Using Credit Card,693,5,1,5,854,0,1,600 - 700,Adult,Balance medium,Not active,50k - 100k,Exited,Complain
15637876,Burns,Germany,Female,36,77253.5,35817.97,1,PLATINUM,Not using Credit Card,663,6,1,5,944,0,1,600 - 700,Adult,Balance medium,Not active,0 - 50k,Exited,Complain
15622750,Chu,Germany,Female,21,114292.48,31520.4,1,GOLD,Using Credit Card,742,1,0,2,254,0,0,700 - 800,Young_adult,Balance medium,Not active,0 - 50k,Client,No Complain
15672056,Kenenna,Germany,Male,43,140080.32,157908.19,3,GOLD,Using Credit Card,710,2,1,3,350,1,1,700 - 800,Adult,Balance medium,Active,150k - 200k,Exited,Complain
15812351,Beluchi,Spain,Female,27,135277.96,142200.15,1,SILVER,Using Credit Card,710,2,0,4,314,0,0,700 - 800,Young_adult,Balance medium,Not active,100k - 150k,Client,No Complain
15810864,Williamson,France,Female,82,0.0,182055.36,2,GOLD,Not using Credit Card,700,2,0,2,603,1,0,600 - 700,Senior,Balance small,Active,150k - 200k,Client,No Complain
15677921,Bobrov,Germany,Male,60,115920.62,157552.08,2,PLATINUM,Not using Credit Card,720,9,1,1,274,0,1,700 - 800,Senior,Balance medium,Not active,150k - 200k,Exited,Complain
15724296,Kerr,Spain,Male,41,119782.72,120284.67,2,GOLD,Not using Credit Card,684,2,0,2,935,0,0,600 - 700,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15685329,McKenzie,France,Female,63,114715.71,24506.95,1,PLATINUM,Not using Credit Card,531,1,1,2,908,1,1,500 - 600,Senior,Balance medium,Active,0 - 50k,Exited,Complain
15584091,Pitts,Germany,Female,36,129748.54,47271.61,2,GOLD,Not using Credit Card,742,2,1,3,914,0,1,700 - 800,Adult,Balance medium,Not active,0 - 50k,Exited,Complain
15640442,Standish,France,Male,31,129722.57,41176.6,1,GOLD,Not using Credit Card,717,4,0,5,585,0,0,700 - 800,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15639314,Cartwright,France,Male,32,0.0,9468.64,2,GOLD,Not using Credit Card,589,2,0,2,539,1,0,500 - 600,Adult,Balance small,Active,0 - 50k,Client,No Complain
15685320,Johnstone,France,Male,36,139180.2,123880.19,1,DIAMOND,Not using Credit Card,767,3,0,2,277,0,0,700 - 800,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15789158,Nikitina,Germany,Male,49,113599.74,158887.09,2,PLATINUM,Using Credit Card,636,6,1,2,752,0,1,600 - 700,Adult,Balance medium,Not active,150k - 200k,Exited,Complain
15752137,McElroy,France,Male,33,134944.0,117036.38,1,PLATINUM,Using Credit Card,648,7,0,2,219,1,0,600 - 700,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15712551,Shen,Germany,Female,58,116922.25,120415.61,1,GOLD,Using Credit Card,622,7,1,2,475,0,1,600 - 700,Senior,Balance medium,Not active,100k - 150k,Exited,Complain
15628936,Archer,Spain,Male,28,118945.09,16064.25,1,SILVER,Not using Credit Card,692,9,1,3,735,0,1,600 - 700,Young_adult,Balance medium,Not active,0 - 50k,Exited,Complain
15797227,Otutodilinna,France,Male,28,0.0,52615.62,2,DIAMOND,Using Credit Card,754,8,0,4,497,1,0,700 - 800,Young_adult,Balance small,Active,50k - 100k,Client,No Complain
15769974,Shih,Spain,Female,35,119182.73,121210.09,1,SILVER,Not using Credit Card,679,8,0,3,369,0,0,600 - 700,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15737051,Denisov,France,Male,27,0.0,192247.35,2,PLATINUM,Using Credit Card,639,8,0,2,740,0,0,600 - 700,Young_adult,Balance small,Not active,150k - 200k,Client,No Complain
15585595,Owens,France,Female,28,71264.02,68759.57,2,GOLD,Not using Credit Card,774,1,0,5,461,1,0,700 - 800,Young_adult,Balance medium,Active,50k - 100k,Client,No Complain
15654060,P'eng,France,Male,41,0.0,75937.47,2,SILVER,Not using Credit Card,517,2,0,4,540,1,0,500 - 600,Adult,Balance small,Active,50k - 100k,Client,No Complain
15745196,Verco,France,Female,35,0.0,84569.13,2,SILVER,Not using Credit Card,571,8,0,3,329,0,0,500 - 600,Adult,Balance small,Not active,50k - 100k,Client,No Complain
15571221,Bergamaschi,Germany,Male,58,116313.57,190696.35,1,PLATINUM,Using Credit Card,747,7,1,3,844,1,1,700 - 800,Senior,Balance medium,Active,150k - 200k,Exited,Complain
15660155,Lorenzo,Spain,Male,36,92140.15,67468.67,1,SILVER,Not using Credit Card,792,5,0,3,328,1,0,700 - 800,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15605284,Outtrim,France,Male,26,0.0,104435.94,2,PLATINUM,Using Credit Card,688,1,0,2,381,1,0,600 - 700,Young_adult,Balance small,Active,100k - 150k,Client,No Complain
15694366,Hou,Germany,Male,42,177640.09,47166.55,1,GOLD,Not using Credit Card,714,2,0,5,809,1,0,700 - 800,Adult,Balance high,Active,0 - 50k,Client,No Complain
15600739,Galkin,Spain,Female,35,0.0,119899.52,2,SILVER,Using Credit Card,562,0,0,2,814,0,0,500 - 600,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15653253,Pagnotto,Spain,Male,48,167997.6,173498.45,1,SILVER,Using Credit Card,704,8,0,2,970,1,0,700 - 800,Adult,Balance high,Active,150k - 200k,Client,No Complain
15763431,Echezonachukwu,France,Male,36,82275.35,93249.26,2,GOLD,Using Credit Card,698,2,0,5,925,1,0,600 - 700,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15643696,Young,France,Male,49,0.0,142917.54,2,PLATINUM,Using Credit Card,611,3,0,4,437,1,0,600 - 700,Adult,Balance small,Active,100k - 150k,Client,No Complain
15707473,Summers,Germany,Female,48,111962.99,111755.8,1,GOLD,Using Credit Card,850,6,0,5,446,0,0,800 - 900,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15769504,Munro,Germany,Female,34,131736.88,108543.21,1,GOLD,Using Credit Card,743,1,0,5,514,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15776807,Brennan,France,Male,29,0.0,180345.44,1,SILVER,Using Credit Card,654,1,0,3,711,0,0,600 - 700,Young_adult,Balance small,Not active,150k - 200k,Client,No Complain
15686870,Ball,Germany,Male,36,108239.11,99444.02,2,DIAMOND,Not using Credit Card,761,8,0,4,954,0,0,700 - 800,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15668747,Virgo,France,Female,46,98444.19,109563.28,1,PLATINUM,Not using Credit Card,702,9,0,1,511,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15766908,Trevisani,Germany,Male,32,114540.38,92568.07,1,GOLD,Using Credit Card,488,3,0,2,804,0,0,400 - 500,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15570134,Padovano,France,Female,35,187530.66,37976.36,2,SILVER,Using Credit Card,683,6,0,3,511,1,0,600 - 700,Adult,Balance high,Active,0 - 50k,Client,No Complain
15567367,Tao,Germany,Female,42,133636.16,103315.74,1,SILVER,Not using Credit Card,601,9,0,4,336,1,0,600 - 700,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15747542,Perez,France,Male,52,0.0,173952.5,2,PLATINUM,Using Credit Card,605,7,0,3,435,1,0,600 - 700,Senior,Balance small,Active,150k - 200k,Client,No Complain
15762238,Fraser,Germany,Female,44,84745.03,34673.98,2,SILVER,Not using Credit Card,671,0,0,4,863,1,0,600 - 700,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15681554,Alley,Germany,Female,31,120599.38,46163.44,2,DIAMOND,Using Credit Card,614,7,0,3,906,1,0,600 - 700,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15712825,Howells,Spain,Female,29,0.0,140676.98,2,DIAMOND,Not using Credit Card,511,9,0,4,390,1,0,500 - 600,Young_adult,Balance small,Active,100k - 150k,Client,No Complain
15640280,Cameron,France,Male,39,127771.35,151738.54,2,PLATINUM,Not using Credit Card,850,4,0,4,404,1,0,800 - 900,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15756026,Hooper,Spain,Female,46,0.0,14679.81,1,SILVER,Not using Credit Card,790,9,1,3,258,0,1,700 - 800,Adult,Balance small,Not active,0 - 50k,Exited,Complain
15613319,Rice,France,Female,33,0.0,175544.02,1,GOLD,Not using Credit Card,793,0,0,4,987,0,0,700 - 800,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15798906,Cox,France,Male,69,0.0,181964.6,2,DIAMOND,Using Credit Card,628,5,0,3,348,1,0,600 - 700,Senior,Balance small,Active,150k - 200k,Client,No Complain
15708917,Martin,Germany,Male,53,167772.96,136886.86,1,SILVER,Using Credit Card,598,10,0,5,686,1,0,500 - 600,Senior,Balance high,Active,100k - 150k,Client,No Complain
15778463,Ikenna,France,Female,37,95845.6,122218.23,1,GOLD,Using Credit Card,657,6,0,5,517,0,0,600 - 700,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15699430,Davide,France,Female,35,0.0,180439.75,2,DIAMOND,Using Credit Card,618,10,0,1,341,0,0,600 - 700,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15649992,Alexander,Spain,Male,65,134714.7,190419.81,2,GOLD,Not using Credit Card,681,7,0,3,854,1,0,600 - 700,Senior,Balance medium,Active,150k - 200k,Client,No Complain
15578980,Piazza,Spain,Female,33,0.0,58685.59,2,PLATINUM,Using Credit Card,516,3,0,2,692,1,0,500 - 600,Adult,Balance small,Active,50k - 100k,Client,No Complain
15775306,Ni,Germany,Male,28,122384.22,89017.38,3,SILVER,Using Credit Card,421,8,1,4,237,1,1,400 - 500,Young_adult,Balance medium,Active,50k - 100k,Exited,Complain
15641655,Black,France,Female,26,0.0,50051.42,2,DIAMOND,Not using Credit Card,700,2,0,5,417,0,0,600 - 700,Young_adult,Balance small,Not active,50k - 100k,Client,No Complain
15619708,Harker,France,Male,25,157993.15,146041.45,2,SILVER,Using Credit Card,745,5,0,1,395,0,0,700 - 800,Young_adult,Balance high,Not active,100k - 150k,Client,No Complain
15734565,Hughes,France,Male,29,0.0,191166.09,2,GOLD,Using Credit Card,696,8,0,5,921,0,0,600 - 700,Young_adult,Balance small,Not active,150k - 200k,Client,No Complain
15806438,Chiabuotu,Germany,Female,42,123331.36,103516.08,1,DIAMOND,Not using Credit Card,580,2,1,3,362,0,1,500 - 600,Adult,Balance medium,Not active,100k - 150k,Exited,Complain
15591969,Kuo,Spain,Male,27,75263.16,164825.04,1,GOLD,Using Credit Card,497,9,0,5,709,1,0,400 - 500,Young_adult,Balance medium,Active,150k - 200k,Client,No Complain
15747807,Gallagher,France,Female,43,137824.03,172557.77,2,GOLD,Using Credit Card,720,6,0,4,506,0,0,700 - 800,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15596939,Calabresi,Germany,Male,36,132578.92,84320.94,2,DIAMOND,Using Credit Card,659,4,0,1,367,0,0,600 - 700,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15716155,Shaw,France,Female,36,156021.31,122662.98,1,DIAMOND,Not using Credit Card,841,5,0,4,242,0,0,800 - 900,Adult,Balance high,Not active,100k - 150k,Client,No Complain
15765311,Zhirov,Spain,Male,34,0.0,72085.1,1,GOLD,Using Credit Card,642,8,0,3,323,0,0,600 - 700,Adult,Balance small,Not active,50k - 100k,Client,No Complain
15757811,Lloyd,Spain,Female,69,137453.43,110932.24,1,PLATINUM,Not using Credit Card,732,9,1,5,719,1,1,700 - 800,Senior,Balance medium,Active,100k - 150k,Exited,Complain
15603830,Palmer,Spain,Male,36,0.0,143635.36,2,GOLD,Using Credit Card,600,4,0,1,767,0,0,500 - 600,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15660602,Ch'eng,Germany,Male,33,164284.72,3710.34,2,GOLD,Using Credit Card,464,8,0,4,406,1,0,400 - 500,Adult,Balance high,Active,0 - 50k,Client,No Complain
15660535,Avent,France,Female,47,0.0,179843.33,2,DIAMOND,Using Credit Card,680,5,0,1,735,1,0,600 - 700,Adult,Balance small,Active,150k - 200k,Client,No Complain
15666633,Huang,Spain,Male,56,0.0,10643.38,2,PLATINUM,Using Credit Card,758,1,0,4,408,1,0,700 - 800,Senior,Balance small,Active,0 - 50k,Client,No Complain
15596914,Shaw,Germany,Female,31,112373.49,131167.98,2,SILVER,Using Credit Card,630,2,0,3,888,1,0,600 - 700,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15639788,Yuan,France,Female,39,0.0,10553.31,2,PLATINUM,Using Credit Card,577,10,0,2,596,0,0,500 - 600,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15695846,Hawkins,France,Female,34,0.0,130928.22,2,SILVER,Using Credit Card,684,6,0,3,372,1,0,600 - 700,Adult,Balance small,Active,100k - 150k,Client,No Complain
15726234,Trentini,Spain,Female,41,0.0,157003.99,1,SILVER,Not using Credit Card,708,5,0,3,256,1,0,700 - 800,Adult,Balance small,Active,150k - 200k,Client,No Complain
15797964,Cameron,Germany,Female,29,154333.82,138527.56,1,GOLD,Using Credit Card,732,1,0,4,599,1,0,700 - 800,Young_adult,Balance high,Active,100k - 150k,Client,No Complain
15625881,Koehler,Germany,Male,37,111432.77,167032.49,2,GOLD,Using Credit Card,634,3,0,4,558,1,0,600 - 700,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15780628,Wu,France,Female,30,0.0,41642.29,2,DIAMOND,Not using Credit Card,633,6,0,2,565,0,0,600 - 700,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15575883,Manna,France,Male,34,137390.11,9677.0,2,PLATINUM,Using Credit Card,559,2,0,4,796,0,0,500 - 600,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15585036,Okoli,Spain,Female,37,0.0,147012.22,2,DIAMOND,Using Credit Card,694,3,0,3,245,1,0,600 - 700,Adult,Balance small,Active,100k - 150k,Client,No Complain
15589488,Ch'eng,Germany,Female,56,111642.08,80553.87,1,DIAMOND,Using Credit Card,686,5,0,5,799,1,0,600 - 700,Senior,Balance medium,Active,50k - 100k,Client,No Complain
15585888,Nwokezuike,Spain,Female,48,0.0,30730.95,1,PLATINUM,Not using Credit Card,553,3,1,3,421,1,1,500 - 600,Adult,Balance small,Active,0 - 50k,Exited,Complain
15727915,Artemiev,France,Male,36,83543.37,140134.43,1,DIAMOND,Not using Credit Card,507,4,0,1,691,0,0,500 - 600,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15707567,Esposito,Germany,Male,50,145338.76,91936.1,1,DIAMOND,Not using Credit Card,732,6,1,4,738,0,1,700 - 800,Adult,Balance medium,Not active,50k - 100k,Exited,Complain
15737792,Abbie,France,Female,31,186796.37,178252.63,1,PLATINUM,Not using Credit Card,818,1,0,4,417,0,0,800 - 900,Adult,Balance high,Not active,150k - 200k,Client,No Complain
15599433,Fanucci,Germany,Male,35,58641.43,198674.08,1,PLATINUM,Not using Credit Card,660,8,0,5,815,1,0,600 - 700,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15672012,Jen,Spain,Female,41,0.0,28266.9,1,DIAMOND,Using Credit Card,773,5,1,4,497,0,1,700 - 800,Adult,Balance small,Not active,0 - 50k,Exited,Complain
15806983,Moss,France,Male,44,137148.68,92381.01,1,PLATINUM,Using Credit Card,640,3,0,1,351,0,0,600 - 700,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15592222,Lo,France,Male,49,80001.23,135180.11,1,GOLD,Not using Credit Card,505,7,0,5,726,0,0,500 - 600,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15608968,Averyanov,Germany,Male,21,86402.52,27330.59,2,GOLD,Not using Credit Card,714,6,0,4,910,0,0,700 - 800,Young_adult,Balance medium,Not active,0 - 50k,Client,No Complain
15586959,Unaipon,France,Female,42,0.0,125305.34,2,GOLD,Using Credit Card,468,5,0,3,780,0,0,400 - 500,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15646558,Clamp,Spain,Male,51,122874.74,149648.45,1,PLATINUM,Using Credit Card,611,1,0,1,247,1,0,600 - 700,Senior,Balance medium,Active,100k - 150k,Client,No Complain
15725811,Lim,France,Male,25,97544.29,59887.15,1,DIAMOND,Not using Credit Card,705,0,0,4,723,1,0,700 - 800,Young_adult,Balance medium,Active,50k - 100k,Client,No Complain
15572265,Wu,Germany,Male,46,170826.55,45041.32,2,PLATINUM,Using Credit Card,646,1,0,2,689,0,0,600 - 700,Adult,Balance high,Not active,0 - 50k,Client,No Complain
15794048,Wan,Germany,Female,48,97133.92,113316.77,2,GOLD,Not using Credit Card,667,1,1,5,736,0,1,600 - 700,Adult,Balance medium,Not active,100k - 150k,Exited,Complain
15677610,Chambers,Germany,Female,41,153895.65,39087.42,1,GOLD,Using Credit Card,511,8,0,4,240,1,0,500 - 600,Adult,Balance high,Active,0 - 50k,Client,No Complain
15745012,Pettit,France,Female,43,0.0,7330.59,2,DIAMOND,Using Credit Card,653,6,0,5,848,1,0,600 - 700,Adult,Balance small,Active,0 - 50k,Client,No Complain
15601589,Baresi,France,Female,57,0.0,95463.29,2,SILVER,Not using Credit Card,675,8,0,3,632,1,0,600 - 700,Senior,Balance small,Active,50k - 100k,Client,No Complain
15686436,Newbery,Spain,Male,32,0.0,167848.02,2,DIAMOND,Using Credit Card,523,4,0,3,480,0,0,500 - 600,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15693864,Iheanacho,Germany,Female,49,134956.02,93953.84,1,GOLD,Using Credit Card,567,5,1,1,980,0,1,500 - 600,Adult,Balance medium,Not active,50k - 100k,Exited,Complain
15760550,Duncan,Spain,Male,39,143637.58,174227.66,2,PLATINUM,Not using Credit Card,741,7,0,4,437,1,0,700 - 800,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15686137,Barry,Spain,Male,32,147506.25,135399.21,1,DIAMOND,Using Credit Card,456,9,0,3,454,1,0,400 - 500,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15809087,Landry,France,Male,64,0.0,195635.3,2,PLATINUM,Using Credit Card,598,1,1,1,839,0,1,500 - 600,Senior,Balance small,Not active,150k - 200k,Exited,Complain
15807663,McGregor,France,Male,43,190227.46,97508.04,1,DIAMOND,Using Credit Card,667,8,1,3,680,0,1,600 - 700,Adult,Balance high,Not active,50k - 100k,Exited,Complain
15809100,Nucci,France,Female,32,172448.77,188083.77,1,GOLD,Using Credit Card,548,2,1,2,374,0,1,500 - 600,Adult,Balance high,Not active,150k - 200k,Exited,Complain
15794916,Pirogov,France,Male,41,113980.21,116704.25,1,DIAMOND,Using Credit Card,725,7,0,4,240,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15614215,Oguejiofor,France,Male,53,0.0,97614.87,2,DIAMOND,Not using Credit Card,717,6,0,2,477,1,0,700 - 800,Senior,Balance small,Active,50k - 100k,Client,No Complain
15805449,Ugochukwu,France,Male,38,0.0,186884.04,2,SILVER,Not using Credit Card,594,4,0,1,477,0,0,500 - 600,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15686983,Rohu,Germany,Female,25,76968.12,131501.72,2,GOLD,Not using Credit Card,678,10,0,1,365,1,0,600 - 700,Young_adult,Balance medium,Active,100k - 150k,Client,No Complain
15808017,Cary,France,Male,38,88293.13,24302.95,2,GOLD,Using Credit Card,545,1,0,3,331,1,0,500 - 600,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15756804,O'Loghlen,France,Female,48,170833.46,110510.28,1,PLATINUM,Using Credit Card,636,1,1,1,654,0,1,600 - 700,Adult,Balance high,Not active,100k - 150k,Exited,Complain
15646810,Quinn,Germany,Male,44,108122.39,108488.33,2,GOLD,Using Credit Card,603,6,1,3,652,0,1,600 - 700,Adult,Balance medium,Not active,100k - 150k,Exited,Complain
15710424,Page,France,Male,36,0.0,197015.2,1,PLATINUM,Using Credit Card,435,4,0,4,758,1,0,400 - 500,Adult,Balance small,Active,150k - 200k,Client,No Complain
15799422,Evans,France,Female,40,0.0,27689.77,1,DIAMOND,Using Credit Card,535,8,0,1,514,1,0,500 - 600,Adult,Balance small,Active,0 - 50k,Client,No Complain
15692750,McGregor,Germany,Female,45,129818.39,9217.55,3,PLATINUM,Using Credit Card,629,7,1,3,257,0,1,600 - 700,Adult,Balance medium,Not active,0 - 50k,Exited,Complain
15794549,Andrews,France,Female,35,163943.89,15068.18,2,GOLD,Using Credit Card,722,2,0,1,883,1,0,700 - 800,Adult,Balance high,Active,0 - 50k,Client,No Complain
15803764,Stanley,France,Male,28,0.0,7797.01,2,PLATINUM,Using Credit Card,561,7,0,5,933,0,0,500 - 600,Young_adult,Balance small,Not active,0 - 50k,Client,No Complain
15674840,Chiazagomekpere,France,Female,38,101430.3,4400.32,2,GOLD,Not using Credit Card,645,5,0,1,573,1,0,600 - 700,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15653762,Chidiebele,France,Female,39,117301.66,182025.95,1,SILVER,Not using Credit Card,501,9,0,5,721,0,0,500 - 600,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15581229,Gregory,Germany,Female,32,173340.83,122763.95,1,PLATINUM,Not using Credit Card,502,1,0,1,434,1,0,500 - 600,Adult,Balance high,Active,100k - 150k,Client,No Complain
15800228,Bednall,Spain,Female,42,0.0,38152.01,2,GOLD,Using Credit Card,652,4,0,5,230,1,0,600 - 700,Adult,Balance small,Active,0 - 50k,Client,No Complain
15656333,Jen,France,Female,33,134348.57,63163.99,1,DIAMOND,Using Credit Card,574,3,0,4,596,0,0,500 - 600,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15697497,She,France,Female,45,105525.65,73418.29,2,DIAMOND,Using Credit Card,518,9,0,3,610,1,0,500 - 600,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15585362,Simmons,France,Female,60,0.0,17978.68,1,SILVER,Using Credit Card,749,6,1,5,718,0,1,700 - 800,Senior,Balance small,Not active,0 - 50k,Exited,Complain
15571928,Fraser,France,Female,43,0.0,115136.51,3,DIAMOND,Using Credit Card,679,4,1,2,961,0,1,600 - 700,Adult,Balance small,Not active,100k - 150k,Exited,Complain
15785519,May,France,Male,36,106192.1,149575.59,1,DIAMOND,Using Credit Card,565,6,0,5,237,0,0,500 - 600,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15743007,Seabrook,France,Female,45,45144.43,60917.24,1,DIAMOND,Using Credit Card,643,4,1,5,450,0,1,600 - 700,Adult,Balance small,Not active,50k - 100k,Exited,Complain
15777211,Herrera,France,Male,65,92113.61,142548.33,1,PLATINUM,Using Credit Card,515,7,0,5,802,1,0,500 - 600,Senior,Balance medium,Active,100k - 150k,Client,No Complain
15721935,Kincaid,France,Male,25,0.0,157878.67,2,SILVER,Using Credit Card,521,7,0,1,323,1,0,500 - 600,Young_adult,Balance small,Active,150k - 200k,Client,No Complain
15591711,Sleeman,Spain,Male,38,128366.44,12796.43,1,PLATINUM,Using Credit Card,739,0,0,3,631,0,0,700 - 800,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15625021,Hung,France,Male,42,0.0,18657.77,2,SILVER,Using Credit Card,585,2,0,4,805,1,0,500 - 600,Adult,Balance small,Active,0 - 50k,Client,No Complain
15702968,Artemieva,Germany,Male,74,106545.53,134589.58,1,GOLD,Using Credit Card,733,3,0,1,978,1,0,700 - 800,Senior,Balance medium,Active,100k - 150k,Client,No Complain
