CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Credit Rank,Age rank,Balance Rank,Salary Rank,Complain_dict
15722548,Fisher,540,France,Male,48,0,148116.48,1,Not using Credit Card,Not active,116973.48,Client,0,3,GOLD,274,500 - 600,Adult,Balance medium,100k - 150k,No comment
15650288,Summers,634,Germany,Male,35,6,116269.01,1,Using Credit Card,Not active,129964.94,Client,0,1,SILVER,989,600 - 700,Adult,Balance medium,100k - 150k,No comment
15629448,Brady,632,Spain,Male,38,1,120599.21,1,Using Credit Card,Not active,92816.86,Client,0,3,DIAMOND,666,600 - 700,Adult,Balance medium,50k - 100k,No comment
15716164,Nicholls,501,France,Female,41,3,144260.5,1,Using Credit Card,Not active,172114.67,Client,0,5,DIAMOND,518,500 - 600,Adult,Balance medium,150k - 200k,No comment
15807609,Yuan,650,Spain,Female,25,3,86605.5,3,Using Credit Card,Not active,16649.31,Leave,1,2,GOLD,653,600 - 700,Young_adult,Balance medium,0 - 50k,Complain
15578977,Robinson,786,France,Male,34,9,0.0,2,Using Credit Card,Not active,144517.19,Client,0,1,GOLD,723,700 - 800,Adult,Balance small,100k - 150k,No comment
15677369,Golubov,554,Germany,Female,37,4,58629.97,1,Not using Credit Card,Not active,182038.6,Client,0,2,DIAMOND,606,500 - 600,Adult,Balance medium,150k - 200k,No comment
15804072,Chen,701,Spain,Female,42,5,0.0,2,Not using Credit Card,Not active,24210.56,Client,0,1,GOLD,282,700 - 800,Adult,Balance small,0 - 50k,No comment
15696859,Oldham,474,France,Male,45,10,0.0,2,Not using Credit Card,Not active,172175.9,Client,0,4,PLATINUM,792,400 - 500,Adult,Balance small,150k - 200k,No comment
15653780,Kambinachi,621,France,Female,43,5,0.0,1,Using Credit Card,Active,47578.45,Client,0,1,SILVER,777,600 - 700,Adult,Balance small,0 - 50k,No comment
15721658,Fleming,672,Spain,Female,56,2,209767.31,2,Using Credit Card,Active,150694.42,Leave,1,5,PLATINUM,742,600 - 700,Senior,Balance high,150k - 200k,Complain
15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,Using Credit Card,Active,177683.02,Leave,1,3,PLATINUM,326,400 - 500,Adult,Balance medium,150k - 200k,Complain
15736879,Obinna,669,France,Male,23,1,0.0,2,Not using Credit Card,Not active,66088.83,Client,0,1,GOLD,250,600 - 700,Young_adult,Balance small,50k - 100k,No comment
15571973,Chinwemma,776,France,Female,38,2,169824.46,1,Using Credit Card,Not active,169291.7,Client,0,5,SILVER,844,700 - 800,Adult,Balance high,150k - 200k,No comment
15626742,Carpenter,694,France,Male,36,3,97530.25,1,Using Credit Card,Active,117140.41,Client,0,5,SILVER,522,600 - 700,Adult,Balance medium,100k - 150k,No comment
15672692,Yin,787,France,Female,42,10,145988.65,2,Using Credit Card,Active,79510.37,Client,0,4,DIAMOND,396,700 - 800,Adult,Balance medium,50k - 100k,No comment
15673570,Olsen,580,France,Male,37,9,0.0,2,Not using Credit Card,Active,77108.66,Client,0,1,DIAMOND,537,500 - 600,Adult,Balance small,50k - 100k,No comment
15767432,Ts'ai,711,France,Female,25,7,0.0,3,Using Credit Card,Active,9679.28,Client,0,3,PLATINUM,865,700 - 800,Young_adult,Balance small,0 - 50k,No comment
15654238,Jen,673,France,Female,40,5,137494.28,1,Using Credit Card,Not active,81753.92,Client,0,1,SILVER,748,600 - 700,Adult,Balance medium,50k - 100k,No comment
15612525,Preston,499,France,Female,57,1,0.0,1,Not using Credit Card,Not active,131372.38,Leave,1,3,GOLD,251,400 - 500,Senior,Balance small,100k - 150k,Complain
15812750,Ozioma,591,France,Male,24,6,147360.0,1,Using Credit Card,Active,25310.82,Client,0,3,SILVER,602,500 - 600,Young_adult,Balance medium,0 - 50k,No comment
15790757,Cody,769,France,Female,25,10,0.0,2,Not using Credit Card,Not active,187925.75,Client,0,3,DIAMOND,865,700 - 800,Young_adult,Balance small,150k - 200k,No comment
15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1,Not using Credit Card,Not active,98820.39,Client,0,2,SILVER,225,600 - 700,Adult,Balance medium,50k - 100k,No comment
15744607,Martin,738,Germany,Male,43,9,121152.05,2,Using Credit Card,Not active,64166.7,Leave,1,5,DIAMOND,912,700 - 800,Adult,Balance medium,50k - 100k,Complain
15612966,Milani,545,Germany,Female,60,7,128981.07,1,Not using Credit Card,Active,176924.21,Leave,1,5,GOLD,907,500 - 600,Senior,Balance medium,150k - 200k,Complain
15784209,Tang,497,France,Male,47,6,0.0,1,Using Credit Card,Active,90055.08,Client,0,5,SILVER,592,400 - 500,Adult,Balance small,50k - 100k,No comment
15794278,Romani,816,Spain,Male,67,6,151858.98,1,Using Credit Card,Active,72814.31,Client,0,5,GOLD,459,800 - 900,Senior,Balance high,50k - 100k,No comment
15766741,McIntyre,525,France,Male,36,2,114628.4,1,Not using Credit Card,Active,168290.06,Client,0,1,SILVER,969,500 - 600,Adult,Balance medium,150k - 200k,No comment
15661036,Davis,725,France,Male,46,6,0.0,2,Using Credit Card,Not active,161767.38,Client,0,2,GOLD,393,700 - 800,Adult,Balance small,150k - 200k,No comment
15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,Using Credit Card,Not active,44420.18,Client,0,1,GOLD,588,600 - 700,Young_adult,Balance medium,0 - 50k,No comment
15637414,Gell,618,France,Female,24,7,128736.39,1,Not using Credit Card,Active,37147.61,Client,0,2,DIAMOND,517,600 - 700,Young_adult,Balance medium,0 - 50k,No comment
15716835,Rossi,546,France,Male,24,8,156325.38,1,Using Credit Card,Active,125381.02,Client,0,2,DIAMOND,494,500 - 600,Young_adult,Balance high,100k - 150k,No comment
15696231,Chiwetelu,635,France,Male,29,7,105405.97,1,Using Credit Card,Active,149853.89,Client,0,2,PLATINUM,274,600 - 700,Young_adult,Balance medium,100k - 150k,No comment
15641675,Kirillova,611,France,Female,49,2,88915.37,3,Not using Credit Card,Not active,161435.02,Leave,1,1,PLATINUM,561,600 - 700,Adult,Balance medium,150k - 200k,Complain
15670755,Shaw,650,France,Male,60,8,0.0,2,Using Credit Card,Active,102925.76,Client,0,3,GOLD,256,600 - 700,Senior,Balance small,100k - 150k,No comment
15640059,Smith,606,France,Male,40,5,0.0,2,Using Credit Card,Active,70899.27,Client,0,2,DIAMOND,664,600 - 700,Adult,Balance small,50k - 100k,No comment
15787619,Hsieh,844,France,Male,18,2,160980.03,1,Not using Credit Card,Not active,145936.28,Client,0,5,DIAMOND,821,800 - 900,Young_adult,Balance high,100k - 150k,No comment
15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,Using Credit Card,Not active,54227.06,Client,0,1,GOLD,238,400 - 500,Adult,Balance high,50k - 100k,No comment
15813034,Martin,727,Spain,Male,38,2,62276.99,1,Using Credit Card,Active,59280.79,Client,0,4,DIAMOND,757,700 - 800,Adult,Balance medium,50k - 100k,No comment
15698839,Okwudilichukwu,460,Germany,Male,46,4,127559.97,2,Using Credit Card,Active,126952.5,Client,0,5,SILVER,287,400 - 500,Adult,Balance medium,100k - 150k,No comment
15790314,Onuoha,649,France,Male,41,0,0.0,2,Not using Credit Card,Active,130567.02,Client,0,4,GOLD,547,600 - 700,Adult,Balance small,100k - 150k,No comment
15634245,Muecke,758,Germany,Female,47,9,95523.16,1,Using Credit Card,Not active,73294.48,Client,0,1,DIAMOND,810,700 - 800,Adult,Balance medium,50k - 100k,No comment
15677305,Hsieh,490,France,Female,35,7,107749.03,1,Using Credit Card,Active,3937.37,Client,0,5,PLATINUM,960,400 - 500,Adult,Balance medium,0 - 50k,No comment
15661526,Anderson,815,Germany,Male,37,2,110777.26,2,Using Credit Card,Not active,2383.59,Client,0,3,GOLD,623,800 - 900,Adult,Balance medium,0 - 50k,No comment
15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,Using Credit Card,Not active,14279.44,Client,0,2,DIAMOND,917,800 - 900,Adult,Balance high,0 - 50k,No comment
15660101,Nnonso,803,France,Male,31,9,157120.86,2,Using Credit Card,Not active,141300.53,Client,0,3,GOLD,963,800 - 900,Adult,Balance high,100k - 150k,No comment
15637979,Fuller,664,Germany,Female,36,2,127160.78,2,Using Credit Card,Not active,78140.75,Client,0,5,GOLD,705,600 - 700,Adult,Balance medium,50k - 100k,No comment
15815364,Ashley,736,Spain,Female,28,2,0.0,2,Using Credit Card,Active,117431.1,Client,0,3,PLATINUM,457,700 - 800,Young_adult,Balance small,100k - 150k,No comment
15647099,Ts'ui,633,France,Female,37,9,156091.97,1,Using Credit Card,Not active,72008.61,Client,0,5,GOLD,519,600 - 700,Adult,Balance high,50k - 100k,No comment
15625944,Buccho,664,France,Male,58,5,98668.18,1,Using Credit Card,Active,60887.58,Client,0,1,DIAMOND,773,600 - 700,Senior,Balance medium,50k - 100k,No comment
15583212,Chidozie,600,France,Female,43,5,134022.06,1,Using Credit Card,Not active,194764.83,Client,0,3,GOLD,568,500 - 600,Adult,Balance medium,150k - 200k,No comment
15582741,Maclean,693,France,Female,35,5,124151.09,1,Using Credit Card,Not active,88705.14,Leave,1,5,DIAMOND,854,600 - 700,Adult,Balance medium,50k - 100k,Complain
15637876,Burns,663,Germany,Female,36,6,77253.5,1,Not using Credit Card,Not active,35817.97,Leave,1,5,PLATINUM,944,600 - 700,Adult,Balance medium,0 - 50k,Complain
15622750,Chu,742,Germany,Female,21,1,114292.48,1,Using Credit Card,Not active,31520.4,Client,0,2,GOLD,254,700 - 800,Young_adult,Balance medium,0 - 50k,No comment
15672056,Kenenna,710,Germany,Male,43,2,140080.32,3,Using Credit Card,Active,157908.19,Leave,1,3,GOLD,350,700 - 800,Adult,Balance medium,150k - 200k,Complain
15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,Using Credit Card,Not active,142200.15,Client,0,4,SILVER,314,700 - 800,Young_adult,Balance medium,100k - 150k,No comment
15810864,Williamson,700,France,Female,82,2,0.0,2,Not using Credit Card,Active,182055.36,Client,0,2,GOLD,603,600 - 700,Senior,Balance small,150k - 200k,No comment
15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,Not using Credit Card,Not active,157552.08,Leave,1,1,PLATINUM,274,700 - 800,Senior,Balance medium,150k - 200k,Complain
15724296,Kerr,684,Spain,Male,41,2,119782.72,2,Not using Credit Card,Not active,120284.67,Client,0,2,GOLD,935,600 - 700,Adult,Balance medium,100k - 150k,No comment
15685329,McKenzie,531,France,Female,63,1,114715.71,1,Not using Credit Card,Active,24506.95,Leave,1,2,PLATINUM,908,500 - 600,Senior,Balance medium,0 - 50k,Complain
15584091,Pitts,742,Germany,Female,36,2,129748.54,2,Not using Credit Card,Not active,47271.61,Leave,1,3,GOLD,914,700 - 800,Adult,Balance medium,0 - 50k,Complain
15640442,Standish,717,France,Male,31,4,129722.57,1,Not using Credit Card,Not active,41176.6,Client,0,5,GOLD,585,700 - 800,Adult,Balance medium,0 - 50k,No comment
15639314,Cartwright,589,France,Male,32,2,0.0,2,Not using Credit Card,Active,9468.64,Client,0,2,GOLD,539,500 - 600,Adult,Balance small,0 - 50k,No comment
15685320,Johnstone,767,France,Male,36,3,139180.2,1,Not using Credit Card,Not active,123880.19,Client,0,2,DIAMOND,277,700 - 800,Adult,Balance medium,100k - 150k,No comment
15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,Using Credit Card,Not active,158887.09,Leave,1,2,PLATINUM,752,600 - 700,Adult,Balance medium,150k - 200k,Complain
15752137,McElroy,648,France,Male,33,7,134944.0,1,Using Credit Card,Active,117036.38,Client,0,2,PLATINUM,219,600 - 700,Adult,Balance medium,100k - 150k,No comment
15712551,Shen,622,Germany,Female,58,7,116922.25,1,Using Credit Card,Not active,120415.61,Leave,1,2,GOLD,475,600 - 700,Senior,Balance medium,100k - 150k,Complain
15628936,Archer,692,Spain,Male,28,9,118945.09,1,Not using Credit Card,Not active,16064.25,Leave,1,3,SILVER,735,600 - 700,Young_adult,Balance medium,0 - 50k,Complain
15797227,Otutodilinna,754,France,Male,28,8,0.0,2,Using Credit Card,Active,52615.62,Client,0,4,DIAMOND,497,700 - 800,Young_adult,Balance small,50k - 100k,No comment
15769974,Shih,679,Spain,Female,35,8,119182.73,1,Not using Credit Card,Not active,121210.09,Client,0,3,SILVER,369,600 - 700,Adult,Balance medium,100k - 150k,No comment
15737051,Denisov,639,France,Male,27,8,0.0,2,Using Credit Card,Not active,192247.35,Client,0,2,PLATINUM,740,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15585595,Owens,774,France,Female,28,1,71264.02,2,Not using Credit Card,Active,68759.57,Client,0,5,GOLD,461,700 - 800,Young_adult,Balance medium,50k - 100k,No comment
15654060,P'eng,517,France,Male,41,2,0.0,2,Not using Credit Card,Active,75937.47,Client,0,4,SILVER,540,500 - 600,Adult,Balance small,50k - 100k,No comment
15745196,Verco,571,France,Female,35,8,0.0,2,Not using Credit Card,Not active,84569.13,Client,0,3,SILVER,329,500 - 600,Adult,Balance small,50k - 100k,No comment
15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,Using Credit Card,Active,190696.35,Leave,1,3,PLATINUM,844,700 - 800,Senior,Balance medium,150k - 200k,Complain
15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,Not using Credit Card,Active,67468.67,Client,0,3,SILVER,328,700 - 800,Adult,Balance medium,50k - 100k,No comment
15605284,Outtrim,688,France,Male,26,1,0.0,2,Using Credit Card,Active,104435.94,Client,0,2,PLATINUM,381,600 - 700,Young_adult,Balance small,100k - 150k,No comment
15694366,Hou,714,Germany,Male,42,2,177640.09,1,Not using Credit Card,Active,47166.55,Client,0,5,GOLD,809,700 - 800,Adult,Balance high,0 - 50k,No comment
15600739,Galkin,562,Spain,Female,35,0,0.0,2,Using Credit Card,Not active,119899.52,Client,0,2,SILVER,814,500 - 600,Adult,Balance small,100k - 150k,No comment
15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1,Using Credit Card,Active,173498.45,Client,0,2,SILVER,970,700 - 800,Adult,Balance high,150k - 200k,No comment
15763431,Echezonachukwu,698,France,Male,36,2,82275.35,2,Using Credit Card,Active,93249.26,Client,0,5,GOLD,925,600 - 700,Adult,Balance medium,50k - 100k,No comment
15643696,Young,611,France,Male,49,3,0.0,2,Using Credit Card,Active,142917.54,Client,0,4,PLATINUM,437,600 - 700,Adult,Balance small,100k - 150k,No comment
15707473,Summers,850,Germany,Female,48,6,111962.99,1,Using Credit Card,Not active,111755.8,Client,0,5,GOLD,446,800 - 900,Adult,Balance medium,100k - 150k,No comment
15769504,Munro,743,Germany,Female,34,1,131736.88,1,Using Credit Card,Active,108543.21,Client,0,5,GOLD,514,700 - 800,Adult,Balance medium,100k - 150k,No comment
15776807,Brennan,654,France,Male,29,1,0.0,1,Using Credit Card,Not active,180345.44,Client,0,3,SILVER,711,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15686870,Ball,761,Germany,Male,36,8,108239.11,2,Not using Credit Card,Not active,99444.02,Client,0,4,DIAMOND,954,700 - 800,Adult,Balance medium,50k - 100k,No comment
15668747,Virgo,702,France,Female,46,9,98444.19,1,Not using Credit Card,Active,109563.28,Client,0,1,PLATINUM,511,700 - 800,Adult,Balance medium,100k - 150k,No comment
15766908,Trevisani,488,Germany,Male,32,3,114540.38,1,Using Credit Card,Not active,92568.07,Client,0,2,GOLD,804,400 - 500,Adult,Balance medium,50k - 100k,No comment
15570134,Padovano,683,France,Female,35,6,187530.66,2,Using Credit Card,Active,37976.36,Client,0,3,SILVER,511,600 - 700,Adult,Balance high,0 - 50k,No comment
15567367,Tao,601,Germany,Female,42,9,133636.16,1,Not using Credit Card,Active,103315.74,Client,0,4,SILVER,336,600 - 700,Adult,Balance medium,100k - 150k,No comment
15747542,Perez,605,France,Male,52,7,0.0,2,Using Credit Card,Active,173952.5,Client,0,3,PLATINUM,435,600 - 700,Senior,Balance small,150k - 200k,No comment
15762238,Fraser,671,Germany,Female,44,0,84745.03,2,Not using Credit Card,Active,34673.98,Client,0,4,SILVER,863,600 - 700,Adult,Balance medium,0 - 50k,No comment
15681554,Alley,614,Germany,Female,31,7,120599.38,2,Using Credit Card,Active,46163.44,Client,0,3,DIAMOND,906,600 - 700,Adult,Balance medium,0 - 50k,No comment
15712825,Howells,511,Spain,Female,29,9,0.0,2,Not using Credit Card,Active,140676.98,Client,0,4,DIAMOND,390,500 - 600,Young_adult,Balance small,100k - 150k,No comment
15640280,Cameron,850,France,Male,39,4,127771.35,2,Not using Credit Card,Active,151738.54,Client,0,4,PLATINUM,404,800 - 900,Adult,Balance medium,150k - 200k,No comment
15756026,Hooper,790,Spain,Female,46,9,0.0,1,Not using Credit Card,Not active,14679.81,Leave,1,3,SILVER,258,700 - 800,Adult,Balance small,0 - 50k,Complain
15613319,Rice,793,France,Female,33,0,0.0,1,Not using Credit Card,Not active,175544.02,Client,0,4,GOLD,987,700 - 800,Adult,Balance small,150k - 200k,No comment
15798906,Cox,628,France,Male,69,5,0.0,2,Using Credit Card,Active,181964.6,Client,0,3,DIAMOND,348,600 - 700,Senior,Balance small,150k - 200k,No comment
15708917,Martin,598,Germany,Male,53,10,167772.96,1,Using Credit Card,Active,136886.86,Client,0,5,SILVER,686,500 - 600,Senior,Balance high,100k - 150k,No comment
15778463,Ikenna,657,France,Female,37,6,95845.6,1,Using Credit Card,Not active,122218.23,Client,0,5,GOLD,517,600 - 700,Adult,Balance medium,100k - 150k,No comment
15699430,Davide,618,France,Female,35,10,0.0,2,Using Credit Card,Not active,180439.75,Client,0,1,DIAMOND,341,600 - 700,Adult,Balance small,150k - 200k,No comment
15649992,Alexander,681,Spain,Male,65,7,134714.7,2,Not using Credit Card,Active,190419.81,Client,0,3,GOLD,854,600 - 700,Senior,Balance medium,150k - 200k,No comment
15578980,Piazza,516,Spain,Female,33,3,0.0,2,Using Credit Card,Active,58685.59,Client,0,2,PLATINUM,692,500 - 600,Adult,Balance small,50k - 100k,No comment
15775306,Ni,421,Germany,Male,28,8,122384.22,3,Using Credit Card,Active,89017.38,Leave,1,4,SILVER,237,400 - 500,Young_adult,Balance medium,50k - 100k,Complain
15641655,Black,700,France,Female,26,2,0.0,2,Not using Credit Card,Not active,50051.42,Client,0,5,DIAMOND,417,600 - 700,Young_adult,Balance small,50k - 100k,No comment
15619708,Harker,745,France,Male,25,5,157993.15,2,Using Credit Card,Not active,146041.45,Client,0,1,SILVER,395,700 - 800,Young_adult,Balance high,100k - 150k,No comment
15734565,Hughes,696,France,Male,29,8,0.0,2,Using Credit Card,Not active,191166.09,Client,0,5,GOLD,921,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,Not using Credit Card,Not active,103516.08,Leave,1,3,DIAMOND,362,500 - 600,Adult,Balance medium,100k - 150k,Complain
15591969,Kuo,497,Spain,Male,27,9,75263.16,1,Using Credit Card,Active,164825.04,Client,0,5,GOLD,709,400 - 500,Young_adult,Balance medium,150k - 200k,No comment
15747807,Gallagher,720,France,Female,43,6,137824.03,2,Using Credit Card,Not active,172557.77,Client,0,4,GOLD,506,700 - 800,Adult,Balance medium,150k - 200k,No comment
15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,Using Credit Card,Not active,84320.94,Client,0,1,DIAMOND,367,600 - 700,Adult,Balance medium,50k - 100k,No comment
15716155,Shaw,841,France,Female,36,5,156021.31,1,Not using Credit Card,Not active,122662.98,Client,0,4,DIAMOND,242,800 - 900,Adult,Balance high,100k - 150k,No comment
15765311,Zhirov,642,Spain,Male,34,8,0.0,1,Using Credit Card,Not active,72085.1,Client,0,3,GOLD,323,600 - 700,Adult,Balance small,50k - 100k,No comment
15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,Not using Credit Card,Active,110932.24,Leave,1,5,PLATINUM,719,700 - 800,Senior,Balance medium,100k - 150k,Complain
15603830,Palmer,600,Spain,Male,36,4,0.0,2,Using Credit Card,Not active,143635.36,Client,0,1,GOLD,767,500 - 600,Adult,Balance small,100k - 150k,No comment
15660602,Ch'eng,464,Germany,Male,33,8,164284.72,2,Using Credit Card,Active,3710.34,Client,0,4,GOLD,406,400 - 500,Adult,Balance high,0 - 50k,No comment
15660535,Avent,680,France,Female,47,5,0.0,2,Using Credit Card,Active,179843.33,Client,0,1,DIAMOND,735,600 - 700,Adult,Balance small,150k - 200k,No comment
15666633,Huang,758,Spain,Male,56,1,0.0,2,Using Credit Card,Active,10643.38,Client,0,4,PLATINUM,408,700 - 800,Senior,Balance small,0 - 50k,No comment
15596914,Shaw,630,Germany,Female,31,2,112373.49,2,Using Credit Card,Active,131167.98,Client,0,3,SILVER,888,600 - 700,Adult,Balance medium,100k - 150k,No comment
15639788,Yuan,577,France,Female,39,10,0.0,2,Using Credit Card,Not active,10553.31,Client,0,2,PLATINUM,596,500 - 600,Adult,Balance small,0 - 50k,No comment
15695846,Hawkins,684,France,Female,34,6,0.0,2,Using Credit Card,Active,130928.22,Client,0,3,SILVER,372,600 - 700,Adult,Balance small,100k - 150k,No comment
15726234,Trentini,708,Spain,Female,41,5,0.0,1,Not using Credit Card,Active,157003.99,Client,0,3,SILVER,256,700 - 800,Adult,Balance small,150k - 200k,No comment
15797964,Cameron,732,Germany,Female,29,1,154333.82,1,Using Credit Card,Active,138527.56,Client,0,4,GOLD,599,700 - 800,Young_adult,Balance high,100k - 150k,No comment
15625881,Koehler,634,Germany,Male,37,3,111432.77,2,Using Credit Card,Active,167032.49,Client,0,4,GOLD,558,600 - 700,Adult,Balance medium,150k - 200k,No comment
15780628,Wu,633,France,Female,30,6,0.0,2,Not using Credit Card,Not active,41642.29,Client,0,2,DIAMOND,565,600 - 700,Adult,Balance small,0 - 50k,No comment
15575883,Manna,559,France,Male,34,2,137390.11,2,Using Credit Card,Not active,9677.0,Client,0,4,PLATINUM,796,500 - 600,Adult,Balance medium,0 - 50k,No comment
15585036,Okoli,694,Spain,Female,37,3,0.0,2,Using Credit Card,Active,147012.22,Client,0,3,DIAMOND,245,600 - 700,Adult,Balance small,100k - 150k,No comment
15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,Using Credit Card,Active,80553.87,Client,0,5,DIAMOND,799,600 - 700,Senior,Balance medium,50k - 100k,No comment
15585888,Nwokezuike,553,Spain,Female,48,3,0.0,1,Not using Credit Card,Active,30730.95,Leave,1,3,PLATINUM,421,500 - 600,Adult,Balance small,0 - 50k,Complain
15727915,Artemiev,507,France,Male,36,4,83543.37,1,Not using Credit Card,Not active,140134.43,Client,0,1,DIAMOND,691,500 - 600,Adult,Balance medium,100k - 150k,No comment
15707567,Esposito,732,Germany,Male,50,6,145338.76,1,Not using Credit Card,Not active,91936.1,Leave,1,4,DIAMOND,738,700 - 800,Adult,Balance medium,50k - 100k,Complain
15737792,Abbie,818,France,Female,31,1,186796.37,1,Not using Credit Card,Not active,178252.63,Client,0,4,PLATINUM,417,800 - 900,Adult,Balance high,150k - 200k,No comment
15599433,Fanucci,660,Germany,Male,35,8,58641.43,1,Not using Credit Card,Active,198674.08,Client,0,5,PLATINUM,815,600 - 700,Adult,Balance medium,150k - 200k,No comment
15672012,Jen,773,Spain,Female,41,5,0.0,1,Using Credit Card,Not active,28266.9,Leave,1,4,DIAMOND,497,700 - 800,Adult,Balance small,0 - 50k,Complain
15806983,Moss,640,France,Male,44,3,137148.68,1,Using Credit Card,Not active,92381.01,Client,0,1,PLATINUM,351,600 - 700,Adult,Balance medium,50k - 100k,No comment
15592222,Lo,505,France,Male,49,7,80001.23,1,Not using Credit Card,Not active,135180.11,Client,0,5,GOLD,726,500 - 600,Adult,Balance medium,100k - 150k,No comment
15608968,Averyanov,714,Germany,Male,21,6,86402.52,2,Not using Credit Card,Not active,27330.59,Client,0,4,GOLD,910,700 - 800,Young_adult,Balance medium,0 - 50k,No comment
15586959,Unaipon,468,France,Female,42,5,0.0,2,Using Credit Card,Not active,125305.34,Client,0,3,GOLD,780,400 - 500,Adult,Balance small,100k - 150k,No comment
15646558,Clamp,611,Spain,Male,51,1,122874.74,1,Using Credit Card,Active,149648.45,Client,0,1,PLATINUM,247,600 - 700,Senior,Balance medium,100k - 150k,No comment
15725811,Lim,705,France,Male,25,0,97544.29,1,Not using Credit Card,Active,59887.15,Client,0,4,DIAMOND,723,700 - 800,Young_adult,Balance medium,50k - 100k,No comment
15572265,Wu,646,Germany,Male,46,1,170826.55,2,Using Credit Card,Not active,45041.32,Client,0,2,PLATINUM,689,600 - 700,Adult,Balance high,0 - 50k,No comment
15794048,Wan,667,Germany,Female,48,1,97133.92,2,Not using Credit Card,Not active,113316.77,Leave,1,5,GOLD,736,600 - 700,Adult,Balance medium,100k - 150k,Complain
15677610,Chambers,511,Germany,Female,41,8,153895.65,1,Using Credit Card,Active,39087.42,Client,0,4,GOLD,240,500 - 600,Adult,Balance high,0 - 50k,No comment
15745012,Pettit,653,France,Female,43,6,0.0,2,Using Credit Card,Active,7330.59,Client,0,5,DIAMOND,848,600 - 700,Adult,Balance small,0 - 50k,No comment
15601589,Baresi,675,France,Female,57,8,0.0,2,Not using Credit Card,Active,95463.29,Client,0,3,SILVER,632,600 - 700,Senior,Balance small,50k - 100k,No comment
15686436,Newbery,523,Spain,Male,32,4,0.0,2,Using Credit Card,Not active,167848.02,Client,0,3,DIAMOND,480,500 - 600,Adult,Balance small,150k - 200k,No comment
15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,Using Credit Card,Not active,93953.84,Leave,1,1,GOLD,980,500 - 600,Adult,Balance medium,50k - 100k,Complain
15760550,Duncan,741,Spain,Male,39,7,143637.58,2,Not using Credit Card,Active,174227.66,Client,0,4,PLATINUM,437,700 - 800,Adult,Balance medium,150k - 200k,No comment
15686137,Barry,456,Spain,Male,32,9,147506.25,1,Using Credit Card,Active,135399.21,Client,0,3,DIAMOND,454,400 - 500,Adult,Balance medium,100k - 150k,No comment
15809087,Landry,598,France,Male,64,1,0.0,2,Using Credit Card,Not active,195635.3,Leave,1,1,PLATINUM,839,500 - 600,Senior,Balance small,150k - 200k,Complain
15807663,McGregor,667,France,Male,43,8,190227.46,1,Using Credit Card,Not active,97508.04,Leave,1,3,DIAMOND,680,600 - 700,Adult,Balance high,50k - 100k,Complain
15809100,Nucci,548,France,Female,32,2,172448.77,1,Using Credit Card,Not active,188083.77,Leave,1,2,GOLD,374,500 - 600,Adult,Balance high,150k - 200k,Complain
15794916,Pirogov,725,France,Male,41,7,113980.21,1,Using Credit Card,Active,116704.25,Client,0,4,DIAMOND,240,700 - 800,Adult,Balance medium,100k - 150k,No comment
15614215,Oguejiofor,717,France,Male,53,6,0.0,2,Not using Credit Card,Active,97614.87,Client,0,2,DIAMOND,477,700 - 800,Senior,Balance small,50k - 100k,No comment
15805449,Ugochukwu,594,France,Male,38,4,0.0,2,Not using Credit Card,Not active,186884.04,Client,0,1,SILVER,477,500 - 600,Adult,Balance small,150k - 200k,No comment
15686983,Rohu,678,Germany,Female,25,10,76968.12,2,Not using Credit Card,Active,131501.72,Client,0,1,GOLD,365,600 - 700,Young_adult,Balance medium,100k - 150k,No comment
15808017,Cary,545,France,Male,38,1,88293.13,2,Using Credit Card,Active,24302.95,Client,0,3,GOLD,331,500 - 600,Adult,Balance medium,0 - 50k,No comment
15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,Using Credit Card,Not active,110510.28,Leave,1,1,PLATINUM,654,600 - 700,Adult,Balance high,100k - 150k,Complain
15646810,Quinn,603,Germany,Male,44,6,108122.39,2,Using Credit Card,Not active,108488.33,Leave,1,3,GOLD,652,600 - 700,Adult,Balance medium,100k - 150k,Complain
